Building_ID,Relative_Compactness,Building_Type,Surface_Area_m2,Wall_Area_m2,Roof_Area_m2,Overall_Height_m,Orientation,Glazing_Area_ratio,Glazing_Distribution,Heating_Load_kWh,Cooling_Load_kWh
BLD-0533,0.9,High_Rise,563.5,318.5,122.5,7.0,North,0.4,Uniform,36.47,39.28
BLD-0534,0.9,High_Rise,563.5,318.5,122.5,7.0,East,0.4,Uniform,37.24,36.38
BLD-0535,0.9,High_Rise,563.5,318.5,122.5,7.0,,0.4,Uniform,36.66,
BLD-0536,0.9,High_Rise,563.5,318.5,122.5,7.0,West,0.4,Uniform,35.96,40.99
BLD-0537,0.86,High_Rise,588.0,294.0,147.0,,North,0.4,Uniform,31.89,35.99
BLD-0538,0.86,High_Rise,588.0,294.0,147.0,7.0,East,0.4,Uniform,32.39,30.66
BLD-0539,0.86,High_Rise,588.0,294.0,147.0,7.0,South,0.4,Uniform,32.09,31.7
BLD-0540,0.86,High_Rise,588.0,294.0,147.0,7.0,,0.4,Uniform,31.29,36.73
BLD-0541,0.82,High_Rise,612.5,318.5,147.0,7.0,North,0.4,Uniform,29.22,31.71
BLD-0542,0.82,High_Rise,612.5,318.5,147.0,7.0,East,0.4,Uniform,29.91,29.13
BLD-0543,0.82,High_Rise,612.5,318.5,147.0,7.0,South,0.4,Uniform,29.53,28.99
BLD-0544,0.82,High_Rise,,318.5,147.0,7.0,West,0.4,,28.65,33.54
BLD-0545,,High_Rise,637.0,343.0,147.0,,,0.4,Uniform,41.4,45.29
BLD-0546,0.79,High_Rise,637.0,343.0,147.0,7.0,East,0.4,Uniform,42.62,39.07
BLD-0547,0.79,High_Rise,637.0,343.0,147.0,7.0,South,0.4,Uniform,42.5,38.35
BLD-0548,0.79,High_Rise,637.0,343.0,147.0,7.0,West,0.4,,41.67,46.94
BLD-0549,0.76,High_Rise,661.5,416.5,122.5,7.0,North,0.4,Uniform,40.78,39.55
BLD-0550,0.76,High_Rise,661.5,416.5,122.5,7.0,East,0.4,Uniform,39.97,40.85
BLD-0551,0.76,High_Rise,,416.5,122.5,7.0,South,0.4,,40.71,40.63
BLD-0552,0.76,High_Rise,661.5,416.5,122.5,7.0,West,0.4,,40.43,39.48
BLD-0553,0.74,Low_Rise,686.0,245.0,220.5,3.5,North,0.4,Uniform,14.52,16.94
BLD-0554,0.74,Low_Rise,686.0,245.0,220.5,3.5,East,0.4,Uniform,14.61,17.25
BLD-0555,0.74,Low_Rise,686.0,245.0,220.5,3.5,South,0.4,Uniform,14.5,17.03
BLD-0556,0.74,Low_Rise,,245.0,220.5,3.5,West,0.4,,,17.25
BLD-0557,0.71,Low_Rise,710.5,269.5,220.5,3.5,North,,Uniform,14.51,17.1
BLD-0558,0.71,Low_Rise,710.5,269.5,220.5,3.5,East,0.4,Uniform,14.6,17.51
BLD-0559,0.71,Low_Rise,710.5,269.5,220.5,3.5,South,0.4,Uniform,14.5,17.12
BLD-0560,0.71,Low_Rise,710.5,269.5,220.5,3.5,West,0.4,,14.58,17.47
BLD-0561,0.69,Low_Rise,735.0,294.0,220.5,3.5,North,0.4,Uniform,14.51,16.5
BLD-0562,0.69,Low_Rise,735.0,294.0,220.5,3.5,East,0.4,Uniform,14.7,17.0
BLD-0563,0.69,Low_Rise,735.0,294.0,220.5,3.5,South,0.4,Uniform,14.42,16.87
BLD-0564,0.69,Low_Rise,735.0,294.0,220.5,3.5,West,0.4,Uniform,14.42,17.2
BLD-0565,0.66,Low_Rise,759.5,318.5,220.5,3.5,North,0.4,Uniform,15.23,
BLD-0566,0.66,Low_Rise,759.5,318.5,220.5,3.5,East,0.4,Uniform,15.23,18.03
BLD-0567,0.66,Low_Rise,759.5,318.5,,3.5,South,0.4,,15.23,18.14
BLD-0568,0.66,Low_Rise,759.5,318.5,220.5,3.5,West,0.4,Uniform,15.23,17.95
BLD-0569,,Low_Rise,,343.0,220.5,3.5,North,0.4,Uniform,19.52,22.72
BLD-0570,0.64,Low_Rise,784.0,343.0,220.5,,East,0.4,Uniform,19.36,22.73
BLD-0571,0.64,Low_Rise,784.0,343.0,220.5,3.5,South,0.4,Uniform,19.48,22.72
BLD-0572,0.64,Low_Rise,784.0,343.0,220.5,3.5,West,0.4,Uniform,19.42,22.53
BLD-0573,0.62,Low_Rise,808.5,367.5,220.5,3.5,North,0.4,Uniform,15.09,
BLD-0574,0.62,Low_Rise,808.5,367.5,220.5,3.5,East,0.4,Uniform,17.17,17.21
BLD-0575,0.62,Low_Rise,808.5,367.5,220.5,3.5,South,,Uniform,17.14,17.15
BLD-0576,0.62,Low_Rise,808.5,367.5,220.5,3.5,West,0.4,Uniform,17.14,17.2
BLD-0577,0.98,High_Rise,514.5,294.0,110.25,7.0,North,0.4,North_Heavy,32.82,32.96
BLD-0578,0.98,High_Rise,514.5,294.0,110.25,7.0,East,0.4,North_Heavy,32.71,33.13
BLD-0579,0.98,High_Rise,,294.0,110.25,7.0,South,0.4,North_Heavy,32.24,33.94
BLD-0580,,High_Rise,514.5,294.0,,7.0,West,0.4,North_Heavy,32.72,33.78
BLD-0581,0.9,High_Rise,563.5,318.5,122.5,7.0,North,0.4,North_Heavy,35.84,38.35
BLD-0582,,High_Rise,563.5,,122.5,7.0,East,0.4,North_Heavy,36.57,35.39
BLD-0583,0.9,High_Rise,563.5,318.5,122.5,7.0,South,0.4,,36.06,34.94
BLD-0584,0.9,High_Rise,563.5,318.5,,7.0,West,0.4,North_Heavy,35.69,40.66
BLD-0585,0.86,High_Rise,588.0,294.0,147.0,7.0,,0.4,North_Heavy,32.48,35.48
BLD-0586,0.86,High_Rise,588.0,294.0,,7.0,East,0.4,North_Heavy,32.74,30.53
BLD-0587,0.86,High_Rise,588.0,294.0,147.0,7.0,,0.4,North_Heavy,32.13,32.28
BLD-0588,0.86,High_Rise,588.0,294.0,147.0,7.0,West,,North_Heavy,31.64,36.86
BLD-0589,0.82,High_Rise,612.5,318.5,147.0,7.0,North,0.4,North_Heavy,28.95,30.34
BLD-0590,0.82,High_Rise,612.5,318.5,147.0,7.0,East,0.4,North_Heavy,29.49,27.93
BLD-0591,0.82,High_Rise,612.5,318.5,147.0,7.0,South,0.4,North_Heavy,28.64,28.95
BLD-0592,0.82,High_Rise,612.5,318.5,147.0,7.0,West,0.4,,28.01,32.92
BLD-0593,0.79,High_Rise,637.0,343.0,147.0,7.0,North,0.4,,41.64,45.59
BLD-0594,0.79,High_Rise,637.0,,147.0,7.0,East,0.4,North_Heavy,43.1,39.41
BLD-0595,0.79,High_Rise,637.0,343.0,,7.0,South,,North_Heavy,42.74,38.84
BLD-0596,0.79,High_Rise,,343.0,147.0,7.0,West,0.4,North_Heavy,41.92,48.03
BLD-0597,0.76,High_Rise,661.5,416.5,,7.0,North,0.4,North_Heavy,40.78,39.48
BLD-0598,0.76,High_Rise,661.5,416.5,122.5,7.0,East,0.4,North_Heavy,40.15,40.4
BLD-0599,0.76,High_Rise,661.5,416.5,122.5,7.0,South,0.4,North_Heavy,40.57,40.47
BLD-0600,0.76,High_Rise,661.5,416.5,122.5,7.0,West,0.4,North_Heavy,40.42,39.7
BLD-0601,0.74,Low_Rise,686.0,245.0,220.5,3.5,North,0.4,North_Heavy,14.54,16.43
BLD-0602,0.74,Low_Rise,686.0,245.0,220.5,3.5,East,0.4,North_Heavy,14.45,16.93
BLD-0603,0.74,Low_Rise,686.0,245.0,220.5,3.5,South,0.4,,14.18,16.99
BLD-0604,0.74,Low_Rise,686.0,245.0,220.5,3.5,,0.4,,14.5,17.03
BLD-0605,,Low_Rise,710.5,269.5,220.5,3.5,North,0.4,North_Heavy,14.7,16.77
BLD-0606,0.71,Low_Rise,710.5,269.5,220.5,3.5,East,,North_Heavy,14.66,17.37
BLD-0607,0.71,Low_Rise,710.5,269.5,220.5,3.5,South,0.4,North_Heavy,14.4,17.27
BLD-0608,0.71,Low_Rise,,269.5,220.5,3.5,West,0.4,North_Heavy,14.71,17.51
BLD-0609,0.69,Low_Rise,735.0,294.0,220.5,3.5,North,0.4,North_Heavy,14.75,16.44
BLD-0610,0.69,Low_Rise,735.0,294.0,220.5,3.5,East,0.4,North_Heavy,14.71,17.01
BLD-0611,0.69,Low_Rise,735.0,294.0,220.5,3.5,South,0.4,,14.33,17.23
BLD-0612,0.69,Low_Rise,735.0,,220.5,3.5,West,0.4,North_Heavy,14.62,17.22
BLD-0613,0.66,Low_Rise,759.5,318.5,220.5,3.5,North,0.4,North_Heavy,15.34,
BLD-0614,0.66,Low_Rise,759.5,318.5,220.5,3.5,East,0.4,,15.29,17.89
BLD-0615,0.66,Low_Rise,759.5,318.5,220.5,3.5,South,0.4,North_Heavy,15.09,18.36
BLD-0616,0.66,Low_Rise,759.5,318.5,220.5,3.5,West,0.4,North_Heavy,15.3,18.15
BLD-0617,0.64,Low_Rise,784.0,343.0,220.5,3.5,North,0.4,North_Heavy,19.2,21.72
BLD-0618,0.64,Low_Rise,784.0,343.0,220.5,3.5,East,0.4,North_Heavy,18.88,22.07
BLD-0619,0.64,Low_Rise,784.0,343.0,220.5,3.5,South,,North_Heavy,18.9,22.09
BLD-0620,0.64,Low_Rise,784.0,343.0,220.5,3.5,West,0.4,North_Heavy,19.12,21.93
BLD-0621,0.62,Low_Rise,808.5,367.5,220.5,3.5,,0.4,North_Heavy,16.76,17.36
BLD-0622,0.62,Low_Rise,808.5,367.5,220.5,3.5,,0.4,North_Heavy,17.23,17.38
BLD-0623,0.62,Low_Rise,808.5,367.5,220.5,3.5,South,0.4,North_Heavy,17.26,16.86
BLD-0624,0.62,Low_Rise,808.5,367.5,220.5,3.5,West,0.4,North_Heavy,17.15,16.99
BLD-0625,,High_Rise,514.5,294.0,110.25,7.0,North,0.4,East_Heavy,32.82,
BLD-0626,0.98,High_Rise,514.5,294.0,110.25,7.0,East,0.4,East_Heavy,32.69,33.24
BLD-0627,0.98,High_Rise,514.5,294.0,110.25,7.0,South,,East_Heavy,32.23,33.86
BLD-0628,0.98,High_Rise,514.5,294.0,110.25,7.0,West,0.4,East_Heavy,32.75,34.0
BLD-0629,0.9,High_Rise,563.5,318.5,122.5,7.0,North,0.4,East_Heavy,34.24,
BLD-0630,0.9,High_Rise,563.5,,122.5,7.0,East,0.4,East_Heavy,34.95,35.04
BLD-0631,0.9,High_Rise,563.5,318.5,122.5,7.0,South,0.4,East_Heavy,35.05,33.82
BLD-0632,0.9,High_Rise,563.5,318.5,122.5,7.0,West,0.4,East_Heavy,34.29,33.31
BLD-0633,0.86,High_Rise,588.0,294.0,147.0,,North,0.4,East_Heavy,31.28,35.22
BLD-0634,0.86,High_Rise,588.0,294.0,147.0,7.0,East,0.4,East_Heavy,32.12,34.7
BLD-0635,0.86,High_Rise,588.0,294.0,147.0,7.0,South,,East_Heavy,32.05,30.11
BLD-0636,0.86,High_Rise,588.0,,147.0,7.0,West,0.4,East_Heavy,31.84,31.6
BLD-0637,,High_Rise,612.5,318.5,147.0,7.0,North,,East_Heavy,28.67,32.43
BLD-0638,0.82,High_Rise,612.5,318.5,147.0,7.0,East,0.4,East_Heavy,29.67,30.65
BLD-0639,0.82,High_Rise,612.5,318.5,147.0,7.0,South,0.4,East_Heavy,29.47,29.77
BLD-0640,,High_Rise,612.5,318.5,147.0,7.0,West,0.4,East_Heavy,28.91,29.64
BLD-0641,0.79,High_Rise,637.0,343.0,147.0,7.0,North,0.4,East_Heavy,41.26,46.44
BLD-0642,0.79,High_Rise,637.0,343.0,147.0,7.0,East,0.4,East_Heavy,41.3,44.18
BLD-0643,0.79,High_Rise,637.0,343.0,147.0,7.0,South,0.4,East_Heavy,42.49,38.81
BLD-0644,0.79,High_Rise,637.0,343.0,147.0,7.0,West,0.4,East_Heavy,42.08,38.23
BLD-0645,0.76,High_Rise,661.5,416.5,122.5,7.0,North,0.4,East_Heavy,39.32,38.17
BLD-0646,0.76,High_Rise,661.5,416.5,122.5,7.0,East,0.4,East_Heavy,39.84,38.48
BLD-0647,0.76,High_Rise,661.5,416.5,122.5,7.0,South,0.4,East_Heavy,38.89,39.66
BLD-0648,0.76,High_Rise,661.5,416.5,122.5,7.0,West,0.4,East_Heavy,39.68,40.1
BLD-0649,0.74,Low_Rise,686.0,245.0,220.5,3.5,North,0.4,East_Heavy,13.97,16.08
BLD-0650,0.74,Low_Rise,686.0,245.0,220.5,,East,0.4,East_Heavy,14.22,15.39
BLD-0651,0.74,Low_Rise,686.0,245.0,220.5,3.5,South,0.4,East_Heavy,14.1,16.57
BLD-0652,0.74,Low_Rise,686.0,245.0,220.5,3.5,West,0.4,East_Heavy,13.78,16.6
BLD-0653,0.71,Low_Rise,710.5,269.5,220.5,3.5,North,0.4,East_Heavy,14.07,16.11
BLD-0654,0.71,Low_Rise,710.5,269.5,220.5,3.5,East,0.4,East_Heavy,14.03,15.47
BLD-0655,0.71,Low_Rise,710.5,269.5,220.5,3.5,South,0.4,East_Heavy,,16.7
BLD-0656,0.71,Low_Rise,710.5,269.5,220.5,3.5,West,0.4,East_Heavy,13.86,16.1
BLD-0657,0.69,Low_Rise,735.0,294.0,220.5,3.5,,0.4,East_Heavy,14.32,16.35
BLD-0658,0.69,Low_Rise,735.0,294.0,220.5,3.5,East,0.4,East_Heavy,14.56,15.84
BLD-0659,0.69,Low_Rise,735.0,294.0,220.5,3.5,South,0.4,East_Heavy,14.33,16.99
BLD-0660,0.69,Low_Rise,735.0,294.0,220.5,3.5,West,0.4,East_Heavy,14.08,17.02
BLD-0661,0.66,Low_Rise,759.5,318.5,220.5,3.5,North,0.4,East_Heavy,15.16,17.04
BLD-0662,0.66,Low_Rise,759.5,318.5,220.5,3.5,East,0.4,,15.18,17.63
BLD-0663,0.66,Low_Rise,759.5,318.5,220.5,3.5,South,0.4,East_Heavy,14.72,18.1
BLD-0664,0.66,Low_Rise,759.5,318.5,220.5,3.5,West,0.4,East_Heavy,14.9,18.22
BLD-0665,0.64,Low_Rise,784.0,343.0,220.5,3.5,North,0.4,East_Heavy,18.48,20.78
BLD-0666,0.64,Low_Rise,784.0,,220.5,3.5,East,0.4,East_Heavy,18.71,20.72
BLD-0667,0.64,Low_Rise,784.0,343.0,220.5,3.5,South,0.4,East_Heavy,18.48,21.54
BLD-0668,,Low_Rise,784.0,343.0,220.5,3.5,West,0.4,East_Heavy,18.46,21.53
BLD-0669,,Low_Rise,808.5,,220.5,3.5,,0.4,East_Heavy,16.47,16.9
BLD-0670,0.62,Low_Rise,808.5,367.5,220.5,3.5,East,0.4,East_Heavy,16.35,17.14
BLD-0671,0.62,Low_Rise,808.5,367.5,220.5,3.5,South,0.4,East_Heavy,16.55,16.56
BLD-0672,0.62,Low_Rise,808.5,367.5,220.5,3.5,West,0.4,East_Heavy,16.74,16.0
BLD-0673,0.98,High_Rise,514.5,294.0,110.25,7.0,North,0.4,South_Heavy,32.85,32.95
BLD-0674,0.98,High_Rise,514.5,294.0,110.25,7.0,East,0.4,South_Heavy,32.67,33.06
BLD-0675,0.98,High_Rise,514.5,294.0,110.25,7.0,South,0.4,South_Heavy,32.21,33.95
BLD-0676,0.98,High_Rise,514.5,294.0,110.25,7.0,West,0.4,South_Heavy,32.74,33.88
BLD-0677,0.9,High_Rise,,318.5,122.5,7.0,North,0.4,South_Heavy,36.45,33.98
BLD-0678,0.9,High_Rise,,318.5,122.5,7.0,East,0.4,South_Heavy,35.73,39.92
BLD-0679,0.9,High_Rise,563.5,318.5,122.5,7.0,South,0.4,South_Heavy,35.4,39.22
BLD-0680,0.9,High_Rise,563.5,318.5,122.5,7.0,West,0.4,South_Heavy,36.57,36.1
BLD-0681,0.86,High_Rise,588.0,294.0,147.0,7.0,North,0.4,South_Heavy,32.38,31.53
BLD-0682,0.86,High_Rise,588.0,294.0,147.0,,East,0.4,South_Heavy,31.66,36.2
BLD-0683,0.86,High_Rise,588.0,294.0,147.0,7.0,South,0.4,South_Heavy,32.15,36.21
BLD-0684,0.86,High_Rise,588.0,294.0,147.0,7.0,West,0.4,South_Heavy,32.75,31.0
BLD-0685,0.82,High_Rise,612.5,318.5,147.0,7.0,North,0.4,South_Heavy,28.93,28.2
BLD-0686,0.82,High_Rise,612.5,318.5,147.0,7.0,East,0.4,South_Heavy,28.05,32.35
BLD-0687,0.82,High_Rise,612.5,318.5,147.0,7.0,South,0.4,South_Heavy,,31.14
BLD-0688,0.82,High_Rise,612.5,318.5,147.0,7.0,West,0.4,South_Heavy,29.52,28.43
BLD-0689,0.79,High_Rise,637.0,,147.0,7.0,North,,South_Heavy,42.77,38.33
BLD-0690,0.79,High_Rise,637.0,343.0,147.0,7.0,East,0.4,,41.73,47.59
BLD-0691,,High_Rise,637.0,,147.0,7.0,South,0.4,South_Heavy,41.32,46.23
BLD-0692,0.79,High_Rise,637.0,343.0,147.0,7.0,West,0.4,,42.96,39.56
BLD-0693,0.76,High_Rise,661.5,416.5,122.5,7.0,North,0.4,,40.68,40.36
BLD-0694,0.76,High_Rise,661.5,416.5,122.5,,East,0.4,South_Heavy,,39.67
BLD-0695,0.76,High_Rise,661.5,416.5,122.5,7.0,South,0.4,South_Heavy,40.6,39.85
BLD-0696,0.76,High_Rise,661.5,416.5,122.5,7.0,West,0.4,South_Heavy,40.11,40.77
BLD-0697,0.74,Low_Rise,686.0,245.0,220.5,3.5,North,0.4,South_Heavy,,16.61
BLD-0698,0.74,Low_Rise,686.0,245.0,220.5,3.5,East,0.4,South_Heavy,14.48,16.74
BLD-0699,0.74,Low_Rise,686.0,245.0,,3.5,South,0.4,South_Heavy,14.32,16.9
BLD-0700,0.74,Low_Rise,686.0,245.0,220.5,3.5,West,0.4,South_Heavy,14.44,17.32
BLD-0701,0.71,Low_Rise,710.5,269.5,220.5,3.5,North,0.4,South_Heavy,14.6,16.85
BLD-0702,0.71,Low_Rise,,269.5,220.5,3.5,East,,South_Heavy,14.7,17.2
BLD-0703,0.71,Low_Rise,710.5,269.5,220.5,3.5,South,0.4,South_Heavy,14.47,17.23
BLD-0704,0.71,Low_Rise,710.5,269.5,220.5,3.5,West,0.4,,14.66,17.74
BLD-0705,0.69,Low_Rise,735.0,294.0,220.5,3.5,North,0.4,,14.54,16.81
BLD-0706,0.69,Low_Rise,735.0,294.0,220.5,3.5,East,0.4,South_Heavy,14.62,16.88
BLD-0707,0.69,Low_Rise,735.0,294.0,220.5,3.5,South,0.4,,14.53,16.9
BLD-0708,0.69,Low_Rise,735.0,294.0,220.5,3.5,West,0.4,South_Heavy,14.71,17.39
BLD-0709,0.66,Low_Rise,759.5,318.5,220.5,3.5,North,0.4,South_Heavy,15.34,
BLD-0710,0.66,Low_Rise,759.5,318.5,220.5,3.5,East,0.4,South_Heavy,15.29,17.82
BLD-0711,0.66,Low_Rise,759.5,318.5,220.5,3.5,South,0.4,South_Heavy,15.09,18.36
BLD-0712,0.66,Low_Rise,759.5,318.5,220.5,3.5,West,0.4,South_Heavy,15.3,18.24
BLD-0713,0.64,Low_Rise,784.0,343.0,220.5,3.5,North,,South_Heavy,19.06,21.68
BLD-0714,0.64,Low_Rise,784.0,343.0,220.5,3.5,East,0.4,South_Heavy,,21.54
BLD-0715,0.64,Low_Rise,784.0,343.0,220.5,3.5,South,,South_Heavy,19.0,22.25
BLD-0716,0.64,Low_Rise,784.0,343.0,220.5,3.5,,0.4,South_Heavy,18.84,22.49
BLD-0717,0.62,Low_Rise,808.5,367.5,220.5,3.5,North,,South_Heavy,16.44,17.1
BLD-0718,0.62,Low_Rise,808.5,367.5,220.5,3.5,East,0.4,South_Heavy,16.9,16.79
BLD-0719,0.62,Low_Rise,808.5,,220.5,3.5,South,0.4,South_Heavy,16.94,16.58
BLD-0720,0.62,Low_Rise,808.5,367.5,220.5,3.5,,0.4,South_Heavy,16.77,16.79
BLD-0721,0.98,High_Rise,514.5,294.0,110.25,7.0,North,,West_Heavy,32.84,32.88
BLD-0722,0.98,High_Rise,514.5,294.0,110.25,7.0,East,0.4,West_Heavy,32.72,33.23
BLD-0723,0.98,High_Rise,514.5,294.0,110.25,7.0,South,0.4,West_Heavy,32.21,33.76
BLD-0724,0.98,High_Rise,514.5,294.0,110.25,7.0,West,0.4,West_Heavy,32.73,34.01
BLD-0725,0.9,High_Rise,563.5,318.5,122.5,7.0,North,0.4,West_Heavy,35.67,33.94
BLD-0726,0.9,High_Rise,563.5,318.5,122.5,7.0,East,0.4,West_Heavy,35.01,33.14
BLD-0727,0.9,High_Rise,563.5,318.5,122.5,7.0,South,0.4,West_Heavy,34.72,38.79
BLD-0728,0.9,High_Rise,563.5,318.5,122.5,7.0,West,0.4,West_Heavy,35.24,37.27
BLD-0729,0.86,High_Rise,588.0,294.0,147.0,7.0,North,0.4,West_Heavy,32.31,29.69
BLD-0730,0.86,High_Rise,588.0,294.0,147.0,7.0,East,0.4,West_Heavy,31.81,31.2
BLD-0731,0.86,High_Rise,588.0,294.0,147.0,7.0,South,0.4,West_Heavy,31.12,36.26
BLD-0732,0.86,High_Rise,588.0,294.0,147.0,7.0,West,0.4,West_Heavy,32.06,35.71
BLD-0733,0.82,High_Rise,612.5,318.5,147.0,7.0,North,0.4,West_Heavy,30.0,29.93
BLD-0734,0.82,High_Rise,612.5,318.5,147.0,7.0,East,0.4,West_Heavy,29.5,29.56
BLD-0735,0.82,High_Rise,612.5,318.5,147.0,7.0,South,0.4,West_Heavy,29.06,33.84
BLD-0736,0.82,High_Rise,612.5,318.5,147.0,7.0,West,0.4,West_Heavy,29.92,32.54
BLD-0737,0.79,High_Rise,637.0,343.0,147.0,7.0,North,0.4,,42.11,38.56
BLD-0738,0.79,High_Rise,637.0,343.0,147.0,7.0,East,0.4,West_Heavy,41.96,37.7
BLD-0739,0.79,High_Rise,637.0,343.0,147.0,,South,0.4,West_Heavy,41.09,47.01
BLD-0740,0.79,High_Rise,637.0,,147.0,7.0,West,0.4,West_Heavy,40.79,44.87
BLD-0741,0.76,High_Rise,661.5,416.5,122.5,7.0,,0.4,West_Heavy,38.82,39.37
BLD-0742,0.76,High_Rise,661.5,416.5,122.5,7.0,East,0.4,West_Heavy,39.72,39.8
BLD-0743,0.76,High_Rise,661.5,416.5,122.5,7.0,South,0.4,,39.31,37.79
BLD-0744,0.76,High_Rise,661.5,416.5,122.5,7.0,,0.4,West_Heavy,39.86,38.18
BLD-0745,0.74,Low_Rise,686.0,,,3.5,North,0.4,West_Heavy,14.41,16.69
BLD-0746,0.74,Low_Rise,686.0,245.0,220.5,3.5,East,0.4,West_Heavy,14.19,16.62
BLD-0747,0.74,Low_Rise,686.0,245.0,220.5,3.5,South,0.4,West_Heavy,14.17,16.94
BLD-0748,0.74,Low_Rise,686.0,245.0,220.5,3.5,West,0.4,West_Heavy,14.39,16.7
BLD-0749,0.71,Low_Rise,710.5,269.5,220.5,3.5,North,0.4,West_Heavy,12.43,15.59
BLD-0750,0.71,Low_Rise,710.5,269.5,,3.5,East,0.4,West_Heavy,12.63,14.58
BLD-0751,0.71,Low_Rise,710.5,269.5,220.5,3.5,South,0.4,West_Heavy,12.76,
BLD-0752,0.71,Low_Rise,710.5,269.5,220.5,3.5,West,0.4,West_Heavy,12.42,15.31
BLD-0753,0.69,Low_Rise,735.0,294.0,220.5,3.5,North,0.4,West_Heavy,14.12,16.63
BLD-0754,0.69,Low_Rise,735.0,294.0,220.5,3.5,East,0.4,West_Heavy,,15.87
BLD-0755,0.69,Low_Rise,735.0,294.0,220.5,3.5,South,,West_Heavy,14.37,16.54
BLD-0756,0.69,Low_Rise,735.0,294.0,220.5,3.5,West,0.4,West_Heavy,14.21,16.74
BLD-0757,0.66,Low_Rise,759.5,318.5,220.5,3.5,North,0.4,West_Heavy,14.96,17.64
BLD-0758,0.66,Low_Rise,759.5,318.5,220.5,3.5,East,,West_Heavy,14.92,17.79
BLD-0759,0.66,Low_Rise,759.5,318.5,220.5,3.5,South,0.4,West_Heavy,14.92,
BLD-0760,0.66,Low_Rise,759.5,318.5,220.5,3.5,West,0.4,West_Heavy,15.16,18.06
BLD-0761,,Low_Rise,784.0,343.0,220.5,3.5,North,0.4,West_Heavy,17.69,20.82
BLD-0762,0.64,Low_Rise,784.0,343.0,220.5,3.5,East,0.4,West_Heavy,18.19,20.21
BLD-0763,0.64,Low_Rise,784.0,343.0,220.5,3.5,,0.4,West_Heavy,18.16,20.71
BLD-0764,0.64,Low_Rise,784.0,343.0,220.5,3.5,West,0.4,West_Heavy,17.88,21.4
BLD-0765,0.62,Low_Rise,808.5,367.5,220.5,3.5,North,0.4,,16.54,16.88
BLD-0766,0.62,Low_Rise,808.5,367.5,220.5,3.5,East,0.4,West_Heavy,16.44,17.11
BLD-0767,0.62,Low_Rise,808.5,367.5,220.5,3.5,South,0.4,West_Heavy,16.48,16.61
BLD-0768,0.62,Low_Rise,808.5,367.5,220.5,3.5,West,0.4,West_Heavy,16.64,16.03
